_no_roll
13.101691344364507
12.944494465851296
13.119337039965004
13.147146157413133
12.985262013929379
13.153889692181334
12.937464923879858
12.760887329765488
12.92733267817286
12.742726550102297
12.579588583571187
12.76430721684492
12.772223245597946
12.610362145348574
12.79273579065266
12.834662277871814
12.67453484213873
12.85592169481744
12.939354469099332
12.784733010899604
12.964288604186986
13.052019619423646
12.903885509445146
13.085967725608498
