油层平均厚度,地面原油粘度,地面密度,凝固点,压裂段数,簇数,最小破裂压力,最大破裂压力,加二氧化碳,加二氧化碳段数,用液,加砂量,纤维,井编号
1.0264786161244486,-1.399497681405581,-1.758012982712891,-0.43223566101406546,1.052425975691655,0.7299748903654093,-1.0997773469954892,0.9849005491675725,1.4365966231020526,1.2023230880594484,1.25627060693989,1.402399912633445,1.9363347602943584,A1
-0.8649344404720762,-0.4950622316373293,0.8341210534999469,-1.570921004545743,-0.9899056207000715,-0.9320440641689829,-1.4860029297858275,-1.6049101828024765,-1.0359176708158546,-1.0000631293204756,-0.9840339268688473,-0.8545544751470675,-1.039292164903194,A26
-0.866280641935846,1.2573989724874333,1.5410666997398137,1.1944576868883308,-0.9169652065432241,-0.8790009060455448,0.3196016697590045,-0.7155521017688052,-0.8753051981225979,-0.921406478699764,-0.8908143462857923,-0.6564239596035922,-0.5787643994917796,B124
-0.863251688642364,1.0279995444796857,0.2767935334484158,1.031788352098091,-0.7710843782295294,-0.7729145897986688,-0.16318030872891842,-0.4451872451345696,-0.7252472593491837,-0.7640931774583409,-0.7887642758720266,-0.5218954148538018,-0.5131138089529129,B590_1
-0.863251688642364,1.0279995444796857,0.2767935334484158,1.031788352098091,-0.7710843782295294,-0.7729145897986688,-0.16318030872891842,-0.4451872451345696,-0.7252472593491837,-0.7640931774583409,-0.7887642758720266,-0.5218954148538018,-0.5131138089529129,B590_2
1.1846572881173965,-0.4913015852765465,-0.5947320515986182,-0.5949049958043051,1.2712472181621972,1.6140275257560432,1.114260806350126,0.9279816319814178,0.6528077563589596,1.2023230880594484,1.1437245842066543,-0.5778065523269452,-0.3734672138236287,C1
1.2465825554508059,-0.9275365631273458,-0.5760297858250747,-0.6599727297204007,1.1253663898485025,1.0128717336904123,1.4782784181300195,1.297954593691425,1.2723130081758072,1.0450097868180253,1.0523816337521497,1.7301759041517637,1.0814166358300696,B1
